CPU name,cpu bench (higher = better)
Intel Celeron 1005M @ 1.90GHz,"1,106"
Rockchip RK3568 EVB7 DDR4 V10 Board,"1,106"
AMD Athlon II X2 210e,"1,105"
Intel Pentium B970 @ 2.30GHz,"1,105"
Intel Core2 Extreme X7900 @ 2.80GHz,"1,104"
Intel Core2 Duo E8435 @ 3.06GHz,"1,104"
Intel Celeron G550T @ 2.20GHz,"1,102"
Intel Core2 Extreme X9000 @ 2.80GHz,"1,099"
AMD Athlon II X2 245,"1,097"
Intel Xeon 3075 @ 2.66GHz,"1,096"
AMD E2-9010,"1,093"
Intel Celeron 2002E @ 1.50GHz,"1,091"
MT6755V/WM,"1,090"
AMD GX-412HC,"1,090"
Intel Pentium G630T @ 2.30GHz,"1,090"
AMD Opteron 1222,"1,089"
Rockchip RK3562,"1,089"
Qualcomm MSM 8939 HUAWEI KIW-L21,"1,088"
Intel Core2 Duo P9600 @ 2.66GHz,"1,088"
Intel Celeron G1101 @ 2.27GHz,"1,086"
Qualcomm MSM 8939 HUAWEI TEXAS-A1,"1,085"
AMD Phenom 8250e Triple-Core,"1,084"
"Qualcomm Technologies, Inc MSM8937","1,084"
AMD A4 Micro-6400T APU,"1,082"
Intel Pentium E5700 @ 3.00GHz,"1,082"
AMD A4-3400 APU,"1,081"
MT8732T,"1,081"
AMD Athlon II X2 235e,"1,080"
Rockchip RK3566 BOX DEMO V10 ANDROID Board,"1,079"
AMD Phenom X3 8550,"1,079"
DO-Regular,"1,079"
Intel Core2 Duo T9600 @ 2.80GHz,"1,079"
Grandstream GXV3480 Video Phone,"1,078"
Intel Core i3-350M @ 2.27GHz,"1,078"
Intel Celeron 1000M @ 1.80GHz,"1,074"
MT8768WB,"1,074"
Intel Pentium B980 @ 2.40GHz,"1,073"
MT6755BM,"1,070"
Intel Xeon 3085 @ 3.00GHz,"1,070"
AMD Phenom II P820 Triple-Core,"1,068"
ARM Cortex-A72 6 Core 1416 MHz,"1,065"
Qualcomm MSM 8939 HUAWEI KIW-L24,"1,065"
AMD Embedded G-Series GX-215JJ Radeon R2E,"1,064"
Intel Pentium 2127U @ 1.90GHz,"1,064"
Rockchip RK3568 EVB1 DDR4 V10 Board,"1,064"
AMD Phenom II N660 Dual-Core,"1,063"
AMD Phenom X4 Quad-Core GS-6560,"1,063"
AMD Athlon 7850 Dual-Core,"1,058"
Intel Atom E3845 @ 1.91GHz,"1,058"
Intel Pentium 3556U @ 1.70GHz,"1,058"
Intel Core2 Duo E8335 @ 2.66GHz,"1,057"
MT6592T,"1,056"
Intel Celeron G530T @ 2.00GHz,"1,056"
Mediatek MT6761V/CAB,"1,056"
Intel Celeron 2980U @ 1.60GHz,"1,056"
Snapdragon 435,"1,054"
AMD A4-3420 APU,"1,054"
AMD Athlon II X2 B22,"1,053"
AMD A6-9220C,"1,053"
Amlogic AMLT982,"1,047"
Intel Core2 Duo T9500 @ 2.60GHz,"1,046"
MT8168B,"1,045"
AMD A6-1450 APU,"1,045"
AMD GX-222GC SOC,"1,044"
Qualcomm MSM8937,"1,043"
Intel Core2 Duo P9600 @ 2.53GHz,"1,040"
MediaTek MT6750,"1,040"
MT8783,"1,039"
JLQ JR510,"1,039"
Intel Celeron N2940 @ 1.83GHz,"1,038"
AMD Opteron 2218,"1,036"
AMD Opteron 1220,"1,036"
Intel Pentium 3558U @ 1.70GHz,"1,035"
AMD Turion II Ultra Dual-Core Mobile M640,"1,034"
Intel Pentium E6300 @ 2.80GHz,"1,032"
AMD Athlon II X2 240,"1,032"
Intel Pentium E5500 @ 2.80GHz,"1,031"
AMD Athlon II X2 220,"1,030"
MediaTek MT8168,"1,029"
Intel Atom C3338 @ 1.50GHz,"1,028"
Intel Celeron U1900 @ 1.99GHz,"1,028"
Intel Xeon 3070 @ 2.66GHz,"1,025"
tn8,"1,024"
ARM Cortex-A57 8 Core 1500 MHz,"1,022"
Intel Core2 Duo E7400 @ 2.80GHz,"1,020"
Intel Celeron G1820TE @ 2.20GHz,"1,020"
Intel Core2 Duo E8235 @ 2.80GHz,"1,020"
Intel Core i3-330M @ 2.13GHz,"1,020"
Samsung Exynos 7870,"1,018"
MediaTek MT6753,"1,018"
Intel Pentium 2117U @ 1.80GHz,"1,018"
Intel Pentium J2850 @ 2.41GHz,"1,016"
Intel Celeron B840 @ 1.90GHz,"1,015"
AMD Athlon X2 240e,"1,015"
Intel Celeron N2930 @ 1.83GHz,"1,015"
Intel Core2 Duo E6750 @ 2.66GHz,"1,015"
Intel Core i5-560UM @ 1.33GHz,"1,015"
AMD Phenom II N620 Dual-Core,"1,014"
AMD Turion II Ultra Dual-Core Mobile M660,"1,011"
Rockchip RK3566 RK817 TABLET LP4X Board,"1,010"
AMD Phenom X2 Dual-Core GE-7060,"1,010"
AMD A6-7000 ,"1,010"
Intel Core i7-620UM @ 1.07GHz,"1,010"
AMD A6 PRO-7050B APU,"1,009"
ARM Cortex-A57 4 Core 1912 MHz,"1,007"
AMD A6-4400M APU,"1,007"
AMD Phenom II P920 Quad-Core,"1,006"
Rockchip RK3566,"1,006"
Intel Core i3-3229Y @ 1.40GHz,"1,004"
Intel Core2 Duo T9400 @ 2.53GHz,"1,004"
AMD Athlon II X2 240e,"1,002"
AMD Turion II P540 Dual-Core,"1,002"
Intel Core i5-540UM @ 1.20GHz,"1,002"
AMD A4-4300M APU,"1,000"
Intel Pentium B950 @ 2.10GHz,998
AMD Athlon 64 X2 Dual Core 6400+,998
Intel Celeron 1037U @ 1.80GHz,998
Intel Core2 Duo E8300 @ 2.83GHz,997
AMD Athlon X2 215,996
Intel Core2 Duo E7200 @ 2.53GHz,996
"Qualcomm Technologies, Inc SDM429",996
Rockchip RK3566 EVB3 DDR3 V10 Board,994
Intel Core2 Extreme X6800 @ 2.93GHz,993
AMD Athlon 64 FX-62 Dual Core,993
Intel Core2 Duo P9500 @ 2.53GHz,993
Intel Celeron 2981U @ 1.60GHz,991
AMD Athlon II X2 4300e,990
Intel Core2 Duo E6700 @ 2.66GHz,990
AMD A6-9220e,987
Intel Pentium Extreme Edition 965 @ 3.73GHz,987
Intel Core2 Duo T9300 @ 2.50GHz,984
ARM ARMv7 rev 3 (v7l) 4 Core 2065 MHz,984
AMD E2-9030,983
Intel Xeon 3060 @ 2.40GHz,983
AMD Opteron 1218 HE,979
AMD Athlon 7750 Dual-Core,978
AMD Athlon II X2 4400e,978
Intel Core i3-2340UE @ 1.30GHz,976
Intel Core2 Duo T7800 @ 2.60GHz,976
Intel Core2 Duo E8335 @ 2.93GHz,975
Intel Core2 Duo E8135 @ 2.40GHz,973
Intel Core2 Duo P8700 @ 2.53GHz,972
Intel Core2 Duo T9550 @ 2.66GHz,972
AMD Athlon 64 FX-74,972
Unisoc ums312,972
Intel Pentium E5400 @ 2.70GHz,971
MT6795M,968
Intel Pentium B960 @ 2.20GHz,966
AMD Phenom II N640 Dual-Core,965
Mediatek MT8766A,964
Intel Core2 Duo E7300 @ 2.66GHz,963
Intel Xeon 5160 @ 3.00GHz,963
AMD A4-3300 APU,962
AMD Athlon II X2 215,961
Intel Atom C2538 @ 2.40GHz,960
"Qualcomm Technologies, Inc MSM8939",959
Rockchip RK3566 EVB2 LP4X V10 Board,958
MT8766A,956
AMD Opteron 285,956
MT6750V/CS,955
AMD Turion II Ultra Dual-Core Mobile M600,955
AMD R-260H APU,954
MediaTek MT8166B,954
AMD E2-3200 APU,953
AMD Opteron 290,952
Intel Core2 Duo P9300 @ 2.26GHz,952
ARM Cortex-A57 4 Core 1479 MHz,951
Intel Celeron N2920 @ 1.86GHz,950
Intel Core2 Duo P8800 @ 2.66GHz,949
Intel Celeron 3205U @ 1.50GHz,946
AMD E2-9000,945
Intel Core2 Duo T7700 @ 2.40GHz,945
MT8165,943
Intel Atom x5-E8000 @ 1.04GHz,943
Intel Celeron J1850 @ 1.99GHz,942
Intel Core2 Duo E6600 @ 2.40GHz,939
AMD Athlon X2 255,938
Intel Celeron E3500 @ 2.70GHz,935
MT6750V/WS,934
AMD Phenom II P650 Dual-Core,933
"Qualcomm Technologies, Inc MSM8994",932
Pentium Dual-Core T4500 @ 2.30GHz,932
AMD Athlon 64 X2 Dual Core 6000+,931
ARM Cortex-A72 4 Core 2300 MHz,931
AMD Sempron X2 198 Dual-Core,930
Intel Pentium E5300 @ 2.60GHz,929
Intel Atom x5-E3930 @ 1.30GHz,928
Intel Xeon L3406 @ 2.27GHz,928
Intel Pentium E5200 @ 2.50GHz,927
ARM Cortex-A72 4 Core 1416 MHz,927
Samsung J7 Max LTE SWA board based on MT6757V/WL,925
Intel Xeon 5150 @ 2.66GHz,924
ARM Cortex-A15 4 Core 2000 MHz,923
AMD Athlon X2 240,921
"Qualcomm Technologies, Inc MSM8952",915
AMD Athlon Dual Core 5400B,914
Intel Xeon 5148 @ 2.33GHz,912
AC8259V/WAB,912
AMD Turion II Dual-Core Mobile M540,912
AMD Opteron 1218,910
MT6761V/CBB,910
AMD Opteron 2220 SE,909
Intel Core i5-520UM @ 1.07GHz,908
AMD Athlon 64 X2 Dual Core 5600+,907
AMD Athlon 64 X2 Dual Core 5400+,907
VIA Eden X4 C4250 @ 1.2+GHz,904
Intel Pentium P6200 @ 2.13GHz,903
Intel Xeon 3.73GHz,901
AMD Athlon 7550 Dual-Core,900
Intel Core i3-2375M @ 1.50GHz,900
AMD Athlon II N370 Dual-Core,899
Intel Pentium G620T @ 2.20GHz,896
Rockchip RK3568 EVB2 LP4X V10 Board,895
Intel Core2 Duo T8300 @ 2.40GHz,894
AMD E2-9000e,894
UGOOS UT8 Board,894
AMD RX-225FB,892
Intel Atom x5-Z8350 @ 1.44GHz,890
MT8365,889
Intel Core2 Duo E6550 @ 2.33GHz,889
Intel Celeron 1017U @ 1.60GHz,888
Rockchip RK3528 DEMO4 DDR4 V10 Board,888
Intel Xeon 5133 @ 2.20GHz,887
AMD Phenom X2 Dual-Core GP-7730,884
ARM FT-2000/4 4 Core 2200 MHz,881
AMD Sempron X2 190,879
AMD Turion II P560 Dual-Core,878
Intel Pentium N3510 @ 1.99GHz,878
SAMSUNG Exynos7580,878
Samsung Exynos 7580,878
Intel Pentium P6100 @ 2.00GHz,877
AMD Turion II N550 Dual-Core,877
Athlon 64 Dual Core 5600+,875
QTI QCM2290,875
Intel Celeron 2955U @ 1.40GHz,875
"Qualcomm Technologies, Inc MSM8992",873
AMD Athlon 5000 Dual-Core,872
"rockchip,rk3368",870
AMD Athlon 5200 Dual-Core,869
MT8168M,868
Intel Xeon 3065 @ 2.33GHz,867
AMD Athlon II X2 4450e,867
AMD Turion 64 X2 Mobile TL-68,866
Intel Core2 Duo E4600 @ 2.40GHz,865
Intel Core2 Duo P7550 @ 2.26GHz,865
Intel Celeron P4600 @ 2.00GHz,863
Intel Core2 Duo E4700 @ 2.60GHz,862
Synaptics VS640,862
Intel Celeron 2957U @ 1.40GHz,861
Intel Pentium B940 @ 2.00GHz,858
MT8161AA,857
Intel Xeon 5140 @ 2.33GHz,857
AMD Athlon Dual Core 5000B,856
AMD Turion II N530 Dual-Core,855
Intel Core2 Duo SP9400 @ 2.40GHz,855
AMD Athlon X2 250,855
Intel Celeron E3400 @ 2.60GHz,854
AMD Turion II Neo N54L Dual-Core,853
Intel Core2 Duo P8600 @ 2.40GHz,852
BCM2711,852
Athlon 64 Dual Core 5000+,850
Intel Pentium 3560Y @ 1.20GHz,849
Intel Celeron P4500 @ 1.87GHz,848
Intel Celeron B830 @ 1.80GHz,846
Intel Pentium E2220 @ 2.40GHz,846
MT9950,845
Intel Core2 Duo P7570 @ 2.26GHz,845
Intel Core i3-2377M @ 1.50GHz,845
MT6750V/W,845
AMD Turion II Dual-Core Mobile M520,844
ARM ARMv7 rev 1 (v7l) 4 Core 1800 MHz,843
MTK8257,842
Intel Core i3-2367M @ 1.40GHz,842
AMD TurionX2 Ultra DualCore Mobile ZM-85,841
Intel Core2 Duo P8400 @ 2.26GHz,841
Intel Celeron E1600 @ 2.40GHz,840
AMD Athlon 64 X2 Dual Core 5200+,840
AMD Opteron 275,839
Intel Celeron E3200 @ 2.40GHz,839
Thor,839
Intel Xeon E5205 @ 1.86GHz,838
AMD A4-9120e,837
Intel Xeon E5502 @ 1.87GHz,837
Intel Celeron 1007U @ 1.50GHz,836
Intel Pentium P6300 @ 2.27GHz,834
ARM Cortex-A72 4 Core 2200 MHz,834
AArch64,831
AMD A4-9120C,830
Intel Pentium T4500 @ 2.30GHz,828
AMD Turion X2 Ultra Dual-Core Mobile ZM-85,828
Rockchip RK3368,827
MT8766B,827
AMD Sempron X2 180,826
Intel Core2 Duo T7500 @ 2.20GHz,824
AMD Athlon Dual Core 5200B,823
Intel Core i3-2365M @ 1.40GHz,819
Intel Xeon 3050 @ 2.13GHz,818
Intel Celeron B820 @ 1.70GHz,818
Intel Core2 Duo T6670 @ 2.20GHz,816
MT6761V/WAB,816
AMD Turion II Ultra Dual-Core Mobile M620,814
Intel Atom x5-Z8300 @ 1.44GHz,814
Intel Atom x5-Z8330 @ 1.44GHz,811
Intel Pentium 997 @ 1.60GHz,809
AMD Athlon Dual Core 5050e,809
Intel Core2 Duo E6540 @ 2.33GHz,808
AMD Athlon II Dual-Core M340,807
Intel Pentium D 960 @ 3.60GHz,807
AMD A4-4355M APU,806
AMD Opteron 1214 HE,806
Intel Pentium P6000 @ 1.87GHz,806
Intel Xeon E5503 @ 2.00GHz,804
MT8173,804
nxp IMX8MQ,803
AMD Athlon64 X2 Dual Core 4600+,803
Intel Atom Z3580 @ 1.33GHz,802
AMD Turion X2 Ultra Dual-Core Mobile ZM-84,802
AMD Turion II P520 Dual-Core,801
MT6761V/CAB,801
Intel Core2 Duo T7600 @ 2.33GHz,801
MT8161A,800
AMD Turion X2 Dual-Core Mobile RM-76,799
AMD Athlon 64 X2 Dual Core 5800+,797
hi6210sft,796
Rockchip RK3566 RK817 ZIDOO TABLET LP4X Board,795
Intel Xeon 5130 @ 2.00GHz,795
Intel Celeron E3300 @ 2.50GHz,795
Intel Atom Z3775D @ 1.49GHz,794
AMD A6-4455M APU,793
Intel Core2 Duo P7450 @ 2.13GHz,792
Intel Xeon 3040 @ 1.86GHz,790
Intel Core2 Duo P7370 @ 2.00GHz,790
AMD Athlon 7450 Dual-Core,789
AC8257V/WAB,788
Intel Core i3-2357M @ 1.30GHz,788
Intel Core2 Duo L9600 @ 2.13GHz,788
Intel Core2 Duo T6600 @ 2.20GHz,786
Qualcomm MSM8994,785
AMD GX-217GA SOC,784
MT6761V/CD,784
Mediatek MT8168B,784
AMD Athlon Dual Core 4850e,783
AMD A4-3310MX APU,782
ARM Cortex-A17 4 Core 1800 MHz,781
AMD Opteron 1216,781
Intel Core i5-470UM @ 1.33GHz,778
AMD Athlon 64 X2 Dual Core 5000+,776
Pentium Dual-Core T4200 @ 2.00GHz,775
ARM Cortex-A72 4 Core 2000 MHz,775
Intel Celeron B810 @ 1.60GHz,775
VIA QuadCore L4700 @ 1.2+ GHz,773
Intel Celeron N2910 @ 1.60GHz,773
Intel Atom Z3735G @ 1.33GHz,772
AMD Opteron 1212 HE,771
MediaTek MT6761V/WBB,771
Athlon Dual Core 4850e,769
Intel Core2 Duo T8100 @ 2.10GHz,768
AMD Athlon II N350 Dual-Core,767
Intel Core2 Duo P7350 @ 2.00GHz,766
AMD Opteron 280,765
Intel Core2 Duo E6400 @ 2.13GHz,765
AMD A4-5150M APU,765
ARM Cortex-A72 4 Core 1900 MHz,763
Intel Xeon 5120 @ 1.86GHz,763
Intel Pentium T4400 @ 2.20GHz,762
Intel Pentium T4300 @ 2.10GHz,762
Mediatek MT6739,762
"rockchip,rk3328",761
Intel Atom Z3735D @ 1.33GHz,761
Intel Core2 Duo T7400 @ 2.16GHz,761
Intel Core2 Duo E6420 @ 2.13GHz,760
Intel Core2 Duo SL9400 @ 1.86GHz,759
"Qualcomm Technologies, Inc SCUBAIIOT",759
MT6797D,758
M7221,758
AMD Turion II Dual-Core Mobile M500,756
AMD A4-3330MX APU,756
Intel Celeron 887 @ 1.50GHz,754
AMD GX-218GL SOC,754
Intel Core2 Duo T6570 @ 2.10GHz,752
Rockchip RK3566 EVB1 DDR4 V10 Board,751
Intel Atom Z3560 @ 1.00GHz,749
Intel Celeron 1047UE @ 1.40GHz,748
Spreadtrum SC9853I-IA,748
Dual-Core AMD Opteron 1220 SE,748
Celeron Dual-Core T3500 @ 2.10GHz,747
AMD Opteron 180,746
Intel Pentium Dual T2390 @ 1.86GHz,745
Intel Core i3-380UM @ 1.33GHz,744
Intel Core2 Duo E4500 @ 2.20GHz,744
MediaTek MT6761V/WE,743
AMD Athlon II Dual-Core M320,743
ARM Cortex-A55 4 Core 2124 MHz,742
Intel Core2 Duo T6500 @ 2.10GHz,741
Mediatek MT8696,740
MT8696,738
AMD Athlon Dual Core 5600B,737
Intel Pentium D 3.40GHz,736
Athlon 64 Dual Core 3800+,736
Intel Atom Z3770 @ 1.46GHz,736
AMD Opteron 270,736
Intel Celeron E1400 @ 2.00GHz,735
Intel Core2 Duo T7200 @ 2.00GHz,735
AMD A4-3305M APU,734
AMD Turion X2 Ultra Dual-Core Mobile ZM-82,733
MT8735A,731
AMD Athlon II P360 Dual-Core,730
"Qualcomm Technologies, Inc APQ8096pro",730
AMD Athlon Dual Core 4850B,727
AMD Opteron 1216 HE,727
AMD E2-3000 APU,726
Intel Pentium E2200 @ 2.20GHz,725
Intel Celeron B815 @ 1.60GHz,724
Qualcomm MSM8974,724
Intel Core2 Duo T6400 @ 2.00GHz,724
MT3561S,723
AMD Athlon 64 X2 Dual Core 4600+,720
AMD Athlon Dual Core 4450B,719
Intel Core2 Duo E6320 @ 1.86GHz,717
"Qualcomm Technologies, Inc SDA429W",715
AMD Athlon II X2 260u,713
MediaTek MT8168A,712
ARM Cortex-A72 6 Core 1008 MHz,712
Intel Pentium T4200 @ 2.00GHz,711
AMD A4-3300M APU,710
AMD Athlon 64 FX-60 Dual Core,709
AMD Turion X2 Dual-Core Mobile RM-75,708
ARM Cortex-A72 4 Core 1800 MHz,708
Rockchip RK3288,708
ARM Cortex-A55 4 Core 1992 MHz,707
ARM Cortex-A55 4 Core 2100 MHz,707
AMD Athlon Dual Core 4450e,705
Intel Core2 Duo T7250 @ 2.00GHz,705
MT8735T,704
Intel Atom E3840 @ 1.91GHz,704
Intel Atom Z3775 @ 1.46GHz,703
Intel Pentium E2210 @ 2.20GHz,702
MT5893,702
Intel Core2 Duo T5870 @ 2.00GHz,698
AMD Athlon II P320 Dual-Core,698
Intel Core2 Duo T5750 @ 2.00GHz,697
AMD Opteron 1214,696
Allwinner A133,696
AMD Turion 64 X2 Mobile TL-66,696
AMD Opteron 185,695
AMD Turion X2 Ultra Dual-Core Mobile ZM-86,695
Samsung EXYNOS5420,694
AMD Athlon 64 X2 Dual Core 4000+,692
Intel Celeron 877 @ 1.40GHz,692
MT6738,692
AMD Turion X2 Dual Core Mobile RM-76,691
AMD Athlon II P340 Dual-Core,691
Intel Atom Z3560 @ 1.83GHz,690
Intel Core2 Duo L9300 @ 1.60GHz,690
Intel Celeron P4505 @ 1.87GHz,689
AMD Turion X2 Ultra Dual-Core Mobile ZM-87,689
AMD Athlon 64 X2 Dual Core 4200+,689
Intel Core2 Duo T5850 @ 2.16GHz,687
Intel Pentium E2180 @ 2.00GHz,687
Celeron Dual-Core T3000 @ 1.80GHz,687
Qualcomm MSM8974PRO-AB,686
Rockchip RK3566 RK817 TABLET RKG11 LP4 Board,686
Intel Celeron 2961Y @ 1.10GHz,684
AMD Turion II Neo K685 Dual-Core,684
Qualcomm APQ 8084 (Flattened Device Tree),683
AMD Opteron 175,682
Intel Pentium D 950 @ 3.40GHz,681
ARM Cortex-A53 8 Core 1512 MHz,681
Athlon Dual Core 4450e,681
Intel Core2 Duo L7800 @ 2.00GHz,680
AMD Athlon 64 X2 Dual Core 4800+,679
Intel Core2 Duo T7300 @ 2.00GHz,678
AMD Athlon 64 X2 Dual Core 4400+,677
AMD Athlon II X2 270u,675
AMD Turion 64 X2 Mobile TL-64,675
ARM Cortex-A72 4 Core 2100 MHz,674
AMD Athlon Dual Core 4050e,674
AMD Athlon X2 Dual Core BE-2400,674
MediaTek MT6737T,673
Intel Core2 Duo E4400 @ 2.00GHz,673
Qualcomm MSM8974PRO-AA,672
Athlon Dual Core 4050e,670
AMD Athlon II Dual-Core M300,670
AMD E2-3000M APU,668
AMD A4-3320M APU,668
ARM Cortex-A72 4 Core 1600 MHz,667
VIA QuadCore U4650 @ 1.0+ GHz,666
AMD Athlon II N330 Dual-Core,665
Intel Celeron J3060 @ 1.60GHz,665
AMD E2-7015 APU,662
Intel Celeron N3060 @ 1.60GHz,659
AMD Turion Dual-Core RM-75,659
Intel Core2 Duo T5600 @ 1.83GHz,657
Rockchip (Device Tree),656
AMD Turion X2 Dual-Core Mobile RM-74,655
Intel Pentium 987 @ 1.50GHz,655
AMD Turion X2 Dual-Core Mobile RM-72,653
Intel Pentium T3400 @ 2.16GHz,653
Intel Celeron B800 @ 1.50GHz,652
Intel Core2 Duo T5900 @ 2.20GHz,652
AMD Athlon 64 X2 QL-65,651
AMD Turion 64 X2 Mobile TL-62,649
Qualcomm MSM8917,649
AMD Turion Dual-Core RM-72,649
AMD Opteron 170,648
Broadcom STB (Flattened Device Tree),646
AMD GX-412TC SOC,645
Qualcomm MSM8974PRO-AC,645
Intel Pentium 967 @ 1.30GHz,643
Intel Core2 Duo L7500 @ 1.60GHz,641
AMD Athlon 64 X2 QL-66,641
AMD GX-212JC SOC ,640
AMD Turion 64 X2 Mobile TL-60,639
ARM Cortex-A53 4 Core 1908 MHz,638
Intel Core2 Duo E6300 @ 1.86GHz,638
Intel Pentium E2160 @ 1.80GHz,638
AMD E2-7015,637
ARM Cortex-A72 4 Core 1500 MHz,636
AMD Athlon 64 X2 Dual Core 3800+,636
Intel Atom Z3740 @ 1.33GHz,634
Intel Core2 Duo T5550 @ 1.83GHz,632
Intel Pentium T3200 @ 2.00GHz,631
AMD Athlon 64 X2 QL-60,629
Intel Core2 Duo T5800 @ 2.00GHz,628
Intel Core i5-430UM @ 1.20GHz,627
Intel Celeron E1500 @ 2.20GHz,626
Amlogic,625
Intel Pentium U5600 @ 1.33GHz,624
ARM Cortex-A55 4 Core 1800 MHz,622
Intel Pentium 957 @ 1.20GHz,622
AMD Athlon 64 X2 Dual Core 3600+,622
Intel Atom Z3745 @ 1.33GHz,621
AMD Athlon 64 X2 Dual-Core TK-57,620
Celeron Dual-Core T3300 @ 2.00GHz,620
MT6795MM,618
AMD Turion II Neo K625 Dual-Core,618
AMD Athlon 64 X2 QL-64,617
Allwinner H618,616
Intel Celeron N3000 @ 1.04GHz,616
Intel Atom Z3740D @ 1.33GHz,614
AMD Turion X2 Dual-Core Mobile RM-70,612
MediaTek MT6762V/CN,611
Intel U4100 @ 1.30GHz,610
ARM Cortex-A72 4 Core 1000 MHz,608
Intel Core2 Duo L7700 @ 1.80GHz,607
MediaTek MT8163,606
Intel Core2 Duo T7100 @ 1.80GHz,604
Qualcomm APQ8084,603
AMD Turion X2 Dual Core L510,603
AMD Turion II Neo N40L Dual-Core,602
AMD E1 Micro-6200T APU,600
Generic DT based system,600
AMD TurionX2 Ultra DualCore Mobile ZM-87,599
Celeron Dual-Core T3100 @ 1.90GHz,599
Samsung GrandPrimePlus LTE LTN DTV rev04 board bas,599
Intel Atom Z3745D @ 1.33GHz,599
Intel Celeron N3010 @ 1.04GHz,597
AMD Sempron 150,597
AMD Athlon II X2 250u,597
Intel Celeron J1750 @ 2.41GHz,595
AMD E1-2500 APU,595
rk3566,595
AMD Athlon 64 X2 Dual Core BE-2300,594
Intel Core2 Duo E4300 @ 1.80GHz,593
AMD Opteron 1212,593
AMD E1-7010 APU,592
Mediatek MT8175B,592
AMD Athlon X2 Dual Core BE-2350,591
Intel Core2 Duo T5470 @ 1.60GHz,590
AMD Turion Dual-Core RM-74,588
Intel Celeron N2840 @ 2.16GHz,588
Intel Pentium 2129Y @ 1.10GHz,587
Intel Core2 Duo T5670 @ 1.80GHz,587
Intel Celeron N3050 @ 1.60GHz,586
Intel Celeron 847E @ 1.10GHz,584
Intel Atom C2338 @ 1.74GHz,584
AMD Athlon 64 X2 QL-67,582
Intel Xeon MV 3.20GHz,582
MT6761V/WD,580
Intel Celeron U3600 @ 1.20GHz,579
Intel Core2 Duo T5450 @ 1.66GHz,578
Intel Atom C2358 @ 1.74GHz,578
AMD E1-6015 APU,577
AMD Athlon 64 X2 Dual-Core TK-42,577
Intel Celeron 1019Y @ 1.00GHz,576
ARM Cortex-A72 4 Core 1700 MHz,574
AMD Sempron 2650 APU,574
AMD Athlon 64 X2 Dual Core BE-2350,573
Intel Celeron @ 1.30GHz,572
Intel Celeron J1800 @ 2.41GHz,572
AMD Athlon X2 Dual Core BE-2300,570
Intel Celeron 857 @ 1.20GHz,569
MediaTek MT6735,569
Intel Celeron G470 @ 2.00GHz,568
MT8735P,568
Intel Pentium T2390 @ 1.86GHz,568
Intel Core2 Duo U9600 @ 1.60GHz,566
Qualcomm MSM 8974 HAMMERHEAD (Flattened Device Tre,566
AMD Athlon 64 X2 3800+,566
Intel Pentium T2410 @ 2.00GHz,566
Intel Atom Z3530 @ 1.33GHz,565
ap201,565
AMD Athlon X2 Dual Core 6850e,564
Mediatek MT8765WA,564
AMD Sempron Dual Core 2200,563
AMD Turion X2 Dual-Core Mobile RM-77,562
Intel Celeron 867 @ 1.30GHz,562
AMD Turion Dual-Core RM-70,561
Intel Pentium E2140 @ 1.60GHz,561
"Qualcomm Technologies, Inc MSM8929",560
sun50iw1p1,559
AMD Athlon 64 X2 Dual-Core TK-53,558
Intel Atom Z3735E @ 1.33GHz,557
MT8765WA,557
ARM Cortex-A53 4 Core 1704 MHz,556
AMD Athlon Neo X2 Dual Core L325,556
AMD Sempron Dual Core 2300,555
QCT APQ8064 FLO,553
Intel Core2 Duo T5250 @ 1.50GHz,552
Intel Celeron T1600 @ 1.66GHz,551
Intel Pentium D 830 @ 3.00GHz,550
MT6737H,550
Intel Celeron N2830 @ 2.16GHz,549
Intel T1400 @ 1.73GHz,548
Intel T1500 @ 1.86GHz,548
Intel Celeron G465 @ 1.90GHz,547
Intel Pentium T2370 @ 1.73GHz,543
Intel Pentium D 940 @ 3.20GHz,540
SAMSUNG JF,540
Intel Pentium T2310 @ 1.46GHz,539
Intel Atom Z3735F @ 1.33GHz,539
mt6762m,538
Intel Pentium U5400 @ 1.20GHz,538
Intel Pentium T2330 @ 1.60GHz,538
AMD TurionX2 Dual Core Mobile RM-70,536
AMD Turion 64 X2 Mobile TL-52,534
AMD Sempron Dual Core 2100,533
AMD E1-6010 APU,533
MT6739CH,533
AMD Athlon 64 X2 Dual Core 3400+,531
AMD Opteron 165,531
"Qualcomm Technologies, Inc APQ8017",530
Intel Core2 Duo T5300 @ 1.73GHz,530
AMD Athlon Neo X2 Dual Core L335,529
AMD Athlon II Neo K345 Dual-Core,527
Intel Atom S1260 @ 2.00GHz,526
Intel Core2 Duo T5500 @ 1.66GHz,526
AMD Athlon 64 X2 QL-62,525
Spreadtrum SC9832E,525
"Qualcomm Technologies, Inc MSM8917",522
Intel Core2 Duo U7300 @ 1.30GHz,522
MT6592,521
Intel Atom C2350 @ 1.74GHz,520
Intel Core2 Duo SU9400 @ 1.40GHz,520
AMD Turion 64 X2 Mobile TL-56,519
AMD Athlon 64 X2 Dual-Core TK-55,518
MT8167D,517
AMD Athlon 64 FX-57,517
Intel Celeron E1200 @ 1.60GHz,516
Intel T2050 @ 2.00GHz,516
Intel Celeron U3400 @ 1.07GHz,516
Intel Core2 Duo L7400 @ 1.50GHz,516
Intel Core i3-330UM @ 1.20GHz,515
